age,years_with_bank,nbr_children,gender_dummy_F ,gender_dummy_M ,marital_status_dummy_1,marital_status_dummy_2,marital_status_dummy_3,marital_status_dummy_4,income_log1/x
0.4342105263157900,0.5555555555555560,0.2,0.0,1.0,0.0,1.0,0.0,0.0,1.7070537929216800
0.763157894736842,0.1111111111111110,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.083076045458330
0.3289473684210530,0.8888888888888890,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0505410169034000
0.5394736842105260,0.3333333333333330,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.1066426702040600
0.6052631578947370,1.0,0.4,1.0,0.0,0.0,0.0,0.0,1.0,1.1742010467899300
0.5263157894736840,0.3333333333333330,0.4,1.0,0.0,0.0,1.0,0.0,0.0,2.2182618990025300
0.0394736842105263,0.1111111111111110,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.868421052631579,0.8888888888888890,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.313901249509030
0.368421052631579,0.1111111111111110,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.283474581585990
0.4342105263157900,0.6666666666666670,0.2,0.0,1.0,0.0,1.0,0.0,0.0,2.706850840155350
0.2105263157894740,0.8888888888888890,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.7194050917471600
0.0263157894736842,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.4078947368421050,0.1111111111111110,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.1017548619880800
0.1710526315789470,0.5555555555555560,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.787439321346430
0.5,0.1111111111111110,0.4,1.0,0.0,0.0,1.0,0.0,0.0,1.8202631736822800
0.0263157894736842,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.368421052631579,0.1111111111111110,0.2,0.0,1.0,0.0,0.0,0.0,1.0,2.618005076564980
0.0526315789473684,0.2222222222222220,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.6973684210526320,0.6666666666666670,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.1218184475852900
0.0657894736842105,0.3333333333333330,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.9256665149755400
0.4868421052631580,0.0,0.2,1.0,0.0,0.0,1.0,0.0,0.0,1.6935695889928500
0.881578947368421,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8209640675991700
0.5921052631578950,0.8888888888888890,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7672556863200650
0.4342105263157900,0.6666666666666670,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0007962575176000
0.381578947368421,0.2222222222222220,0.4,1.0,0.0,0.0,0.0,0.0,1.0,2.009037779390200
0.8026315789473680,0.4444444444444440,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.100178309906270
0.1184210526315790,0.1111111111111110,0.2,1.0,0.0,0.0,1.0,0.0,0.0,3.8168559878764100
0.1973684210526320,0.7777777777777780,0.2,1.0,0.0,0.0,1.0,0.0,0.0,2.776348634652280
0.5657894736842110,0.6666666666666670,0.2,1.0,0.0,0.0,1.0,0.0,0.0,1.5478136553543600
0.6710526315789470,0.4444444444444440,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.8912432499433400
0.618421052631579,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.7793572462363700
0.513157894736842,0.2222222222222220,0.2,0.0,1.0,0.0,1.0,0.0,0.0,0.6390255610157970
0.2368421052631580,0.1111111111111110,0.4,1.0,0.0,0.0,1.0,0.0,0.0,0.9349470031617840
0.4342105263157900,0.6666666666666670,0.2,0.0,1.0,0.0,1.0,0.0,0.0,1.378259137199510
0.3552631578947370,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.2822485546349800
0.25,0.2222222222222220,0.4,1.0,0.0,0.0,1.0,0.0,0.0,1.778617570837950
0.0263157894736842,0.7777777777777780,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.5394736842105260,0.4444444444444440,0.2,1.0,0.0,0.0,1.0,0.0,0.0,1.8952972472954600
0.4605263157894740,0.8888888888888890,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.3946333276306400
0.1578947368421050,0.4444444444444440,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.8489786846408700
0.2894736842105260,0.5555555555555560,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.6658210102399800
0.2236842105263160,0.0,0.6000000000000000,1.0,0.0,0.0,1.0,0.0,0.0,1.202357815775420
0.513157894736842,0.2222222222222220,0.2,1.0,0.0,0.0,1.0,0.0,0.0,1.7703948159226
0.3026315789473680,0.6666666666666670,0.4,1.0,0.0,0.0,1.0,0.0,0.0,2.078533222873780
0.513157894736842,0.2222222222222220,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.644210815095340
0.9078947368421050,0.2222222222222220,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.890087386199640
0.4078947368421050,0.4444444444444440,0.2,0.0,1.0,0.0,1.0,0.0,0.0,1.774272767511740
0.131578947368421,0.2222222222222220,0.2,1.0,0.0,0.0,0.0,0.0,1.0,2.9465778243114500
0.4473684210526320,0.7777777777777780,0.4,1.0,0.0,0.0,0.0,1.0,0.0,2.1318830011661600
0.3947368421052630,0.3333333333333330,0.2,1.0,0.0,0.0,1.0,0.0,0.0,1.1189909817452500
0.0,0.5555555555555560,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.5555555555555560,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.5657894736842110,0.6666666666666670,0.4,0.0,1.0,0.0,1.0,0.0,0.0,0.8748265883657560
0.5526315789473680,0.5555555555555560,0.2,0.0,1.0,0.0,1.0,0.0,0.0,1.9840601037245400
0.4342105263157900,0.6666666666666670,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.7732099378323200
0.6578947368421050,0.3333333333333330,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.77763218727981
0.513157894736842,0.2222222222222220,0.2,0.0,1.0,0.0,1.0,0.0,0.0,1.4307265744890100
0.8421052631578950,0.7777777777777780,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.1303533500351300
0.3421052631578950,0.4444444444444440,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.027226284202680
0.1973684210526320,0.7777777777777780,0.2,0.0,1.0,0.0,1.0,0.0,0.0,2.978245571837670
